response_id,date,channel,region,country,store_id,nps_score,comment_text,segment,product_category
R08107,2024-06-06,Store,US,US,US-US-019,7,I was impressed with the product quality and attention to detail.,Existing,Services
R08108,2024-12-20,Store,US,US,US-US-010,9,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R08109,2024-02-03,Online,US,US,US-US-011,1,The store was a bit crowded but manageable.,New Customer,Mac
R08110,2024-10-31,Online,US,US,US-US-026,10,"Amazing experience overall, I will recommend to others.",Existing,Mac
R08111,2025-03-25,Store,EU,FR,EU-FR-009,8,Support agent resolved my issue quickly and professionally.,Existing,Apple Watch
R08112,2025-07-04,Store,EU,ES,EU-ES-008,10,"Loved the in-store demo, made my decision easy.",Existing,Mac
R08113,2024-09-15,Store,EU,IT,EU-IT-016,2,"Checkout process kept failing, very frustrating.",Business,Mac
R08114,2024-11-17,Online,EU,FR,EU-FR-019,10,Very clear explanations and patient staff.,Existing,iPhone
R08115,2025-05-29,Online,US,US,US-US-014,8,"Great product experience, everything worked as expected.",Existing,Apple Watch
R08116,2024-04-01,Store,US,US,US-US-026,9,Support agent resolved my issue quickly and professionally.,Existing,Mac
R08117,2025-06-12,Online,US,US,US-US-014,8,Support answered my questions but felt a bit slow.,Existing,Apple Watch
R08118,2024-09-30,Store,EU,NL,EU-NL-019,10,"Amazing experience overall, I will recommend to others.",Existing,Mac
R08119,2024-04-24,Store,EU,DE,EU-DE-011,3,I had to repeat my issue multiple times to different agents.,Existing,iPhone
R08120,2024-02-05,Store,US,US,US-US-021,9,Very clear explanations and patient staff.,Existing,iPhone
R08121,2024-09-18,Store,APAC,KR,APAC-KR-021,10,"Loved the in-store demo, made my decision easy.",Existing,Mac
R08122,2025-05-07,Support,US,US,US-US-021,8,"Amazing experience overall, I will recommend to others.",New Customer,Mac
R08123,2024-11-29,Support,US,US,US-US-020,10,Online ordering was simple and delivery was on time.,Existing,Mac
R08124,2024-10-01,Online,EU,UK,EU-UK-020,5,The store was overcrowded and disorganized.,Business,iPhone
R08125,2025-05-29,Store,US,US,US-US-018,10,"Loved the in-store demo, made my decision easy.",Existing,Mac
R08126,2025-01-08,Support,US,US,US-US-017,10,"Loved the in-store demo, made my decision easy.",Existing,Mac
R08127,2025-01-06,Store,APAC,KR,APAC-KR-029,9,"Loved the in-store demo, made my decision easy.",Existing,Services
R08128,2025-08-03,Support,EU,FR,EU-FR-021,10,Online ordering was simple and delivery was on time.,New Customer,iPad
R08129,2024-09-12,Support,EU,ES,EU-ES-012,7,Support agent resolved my issue quickly and professionally.,New Customer,iPhone
R08130,2025-01-12,Store,EU,FR,EU-FR-006,2,Had to wait too long for assistance in store.,New Customer,iPhone
R08131,2025-10-11,Support,US,US,US-US-005,4,Experience was decent but room for improvement.,Existing,iPhone
R08132,2025-08-28,Online,US,US,US-US-021,9,Staff was extremely helpful and friendly.,New Customer,Services
R08133,2025-10-07,Online,US,US,US-US-007,9,Online ordering was simple and delivery was on time.,New Customer,Mac
R08134,2025-04-25,Store,US,US,US-US-003,4,Delivery was delayed and communication was poor.,New Customer,Services
R08135,2025-05-19,Support,EU,FR,EU-FR-015,9,I was impressed with the product quality and attention to detail.,New Customer,Services
R08136,2025-07-04,Store,EU,ES,EU-ES-016,9,"Checkout was smooth and fast, very satisfied.",New Customer,iPhone
R08137,2025-01-22,Online,US,US,US-US-017,0,I had to repeat my issue multiple times to different agents.,Existing,Apple Watch
R08138,2024-10-07,Store,EU,DE,EU-DE-028,10,Support agent resolved my issue quickly and professionally.,New Customer,Apple Watch
R08139,2025-05-30,Store,EU,ES,EU-ES-014,3,The store was a bit crowded but manageable.,Business,iPhone
R08140,2025-04-29,Store,APAC,IN,APAC-IN-017,10,"Amazing experience overall, I will recommend to others.",Business,Apple Watch
R08141,2025-04-04,Store,APAC,AU,APAC-AU-017,10,Very clear explanations and patient staff.,Business,Services
R08142,2024-02-29,Store,US,US,US-US-028,9,"Amazing experience overall, I will recommend to others.",Business,Apple Watch
R08143,2024-09-04,Support,APAC,AU,APAC-AU-004,9,Support agent resolved my issue quickly and professionally.,Existing,Mac
R08144,2024-11-30,Support,US,US,US-US-004,9,Online ordering was simple and delivery was on time.,New Customer,Apple Watch
R08145,2024-05-24,Online,US,US,US-US-007,10,"Great customer service, felt valued as a customer.",New Customer,iPad
R08146,2024-07-18,Store,US,US,US-US-021,9,"Great customer service, felt valued as a customer.",Existing,Services
R08147,2025-05-18,Store,US,US,US-US-017,9,"Loved the in-store demo, made my decision easy.",Existing,iPad
R08148,2024-07-28,Support,US,US,US-US-005,10,"Amazing experience overall, I will recommend to others.",Existing,iPad
R08149,2025-01-02,Store,APAC,AU,APAC-AU-027,8,Overall acceptable experience.,Existing,Services
R08150,2025-04-02,Online,EU,DE,EU-DE-028,1,Support could not resolve my issue on the first call.,Business,iPhone
R08151,2025-09-12,Store,EU,IT,EU-IT-022,8,"Loved the in-store demo, made my decision easy.",Existing,Apple Watch
R08152,2024-12-27,Online,US,US,US-US-026,10,"Great customer service, felt valued as a customer.",New Customer,Apple Watch
R08153,2025-04-21,Store,EU,FR,EU-FR-025,10,Support agent resolved my issue quickly and professionally.,Existing,iPhone
R08154,2024-03-03,Online,EU,NL,EU-NL-019,7,Things worked but could be smoother.,Existing,Apple Watch
R08155,2025-01-27,Online,APAC,IN,APAC-IN-030,10,Very clear explanations and patient staff.,Existing,Apple Watch
R08156,2024-06-15,Online,APAC,AU,APAC-AU-014,9,"Great product experience, everything worked as expected.",Business,Apple Watch
R08157,2025-09-30,Store,US,US,US-US-018,9,"Great customer service, felt valued as a customer.",Existing,Mac
R08158,2024-05-02,Store,EU,ES,EU-ES-020,3,I had to repeat my issue multiple times to different agents.,New Customer,Apple Watch
R08159,2024-01-17,Support,US,US,US-US-029,10,Online ordering was simple and delivery was on time.,New Customer,Services
R08160,2024-03-10,Store,US,US,US-US-024,7,Experience was decent but room for improvement.,New Customer,Mac
R08161,2025-06-05,Support,APAC,SG,APAC-SG-018,7,Very clear explanations and patient staff.,Existing,iPad
R08162,2025-01-21,Online,US,US,US-US-021,8,Website was fine but could be more intuitive.,Existing,Apple Watch
R08163,2025-04-02,Store,APAC,AU,APAC-AU-023,9,"Amazing experience overall, I will recommend to others.",New Customer,Mac
R08164,2025-08-05,Store,APAC,SG,APAC-SG-018,2,Had to wait too long for assistance in store.,New Customer,Services
R08165,2024-07-28,Store,APAC,SG,APAC-SG-021,8,Experience was decent but room for improvement.,New Customer,Mac
R08166,2024-02-01,Support,US,US,US-US-016,10,I was impressed with the product quality and attention to detail.,New Customer,iPhone
R08167,2024-03-17,Online,US,US,US-US-029,9,"Loved the in-store demo, made my decision easy.",New Customer,Apple Watch
R08168,2024-01-23,Store,US,US,US-US-020,5,Got what I needed but it took some time.,Business,Mac
R08169,2024-12-01,Store,APAC,KR,APAC-KR-017,8,The store was a bit crowded but manageable.,New Customer,Apple Watch
R08170,2024-11-05,Store,EU,FR,EU-FR-009,9,I was impressed with the product quality and attention to detail.,New Customer,Apple Watch
R08171,2024-06-30,Store,EU,NL,EU-NL-025,7,"Great product experience, everything worked as expected.",Existing,Apple Watch
R08172,2024-12-16,Store,US,US,US-US-020,7,The store was a bit crowded but manageable.,New Customer,iPad
R08173,2025-04-06,Support,US,US,US-US-008,6,"Product information was unclear, hard to compare options.",New Customer,iPad
R08174,2024-07-21,Store,US,US,US-US-029,7,I was impressed with the product quality and attention to detail.,New Customer,iPad
R08175,2024-11-29,Store,APAC,JP,APAC-JP-019,9,"Amazing experience overall, I will recommend to others.",Existing,iPhone
R08176,2024-08-16,Store,EU,FR,EU-FR-027,10,I was impressed with the product quality and attention to detail.,Business,Mac
R08177,2024-10-12,Store,EU,NL,EU-NL-009,8,Website was fine but could be more intuitive.,New Customer,Services
R08178,2024-01-10,Online,EU,UK,EU-UK-029,9,Support agent resolved my issue quickly and professionally.,Existing,Apple Watch
R08179,2025-02-19,Store,US,US,US-US-010,8,Support agent resolved my issue quickly and professionally.,New Customer,Apple Watch
R08180,2025-06-12,Store,EU,FR,EU-FR-009,7,"Checkout was smooth and fast, very satisfied.",New Customer,Apple Watch
R08181,2025-03-11,Store,APAC,AU,APAC-AU-022,9,Staff was extremely helpful and friendly.,Existing,iPad
R08182,2024-05-17,Online,US,US,US-US-029,9,"Amazing experience overall, I will recommend to others.",Existing,Services
R08183,2024-05-25,Store,EU,ES,EU-ES-009,7,"Loved the in-store demo, made my decision easy.",Existing,Mac
R08184,2025-09-11,Online,APAC,AU,APAC-AU-029,10,Support agent resolved my issue quickly and professionally.,Business,Services
R08185,2024-12-13,Store,US,US,US-US-025,4,Support could not resolve my issue on the first call.,Existing,Services
R08186,2024-03-07,Online,US,US,US-US-022,9,I was impressed with the product quality and attention to detail.,Existing,Services
R08187,2024-08-23,Support,US,US,US-US-002,10,Staff was extremely helpful and friendly.,New Customer,Mac
R08188,2025-07-25,Online,US,US,US-US-012,8,"The process was average, neither good nor bad.",Business,Apple Watch
R08189,2024-04-24,Store,US,US,US-US-007,9,"Amazing experience overall, I will recommend to others.",Existing,iPhone
R08190,2024-03-31,Online,EU,DE,EU-DE-017,10,Support agent resolved my issue quickly and professionally.,Existing,Mac
R08191,2024-01-16,Online,US,US,US-US-018,7,Got my issue resolved but had to wait.,New Customer,Services
R08192,2024-04-26,Online,EU,NL,EU-NL-029,1,Did not feel valued as a customer during this visit.,New Customer,iPhone
R08193,2024-05-28,Support,US,US,US-US-015,9,"Great customer service, felt valued as a customer.",New Customer,iPhone
R08194,2025-01-04,Online,EU,NL,EU-NL-001,5,The store was overcrowded and disorganized.,New Customer,Mac
R08195,2024-05-12,Store,US,US,US-US-026,7,Got what I needed but it took some time.,Business,Services
R08196,2024-03-22,Online,US,US,US-US-014,8,Website was fine but could be more intuitive.,Existing,Apple Watch
R08197,2025-05-06,Store,US,US,US-US-018,3,Things worked but could be smoother.,New Customer,iPhone
R08198,2024-09-22,Support,US,US,US-US-011,9,"Great customer service, felt valued as a customer.",Existing,iPad
R08199,2024-10-06,Store,EU,ES,EU-ES-020,6,Did not feel valued as a customer during this visit.,Existing,iPad
R08200,2024-03-25,Store,APAC,KR,APAC-KR-004,9,Online ordering was simple and delivery was on time.,Existing,iPhone
R08201,2024-11-16,Online,EU,FR,EU-FR-026,7,Things worked but could be smoother.,Existing,iPhone
R08202,2024-06-24,Support,EU,ES,EU-ES-005,8,Very clear explanations and patient staff.,Existing,Apple Watch
R08203,2025-01-23,Support,US,US,US-US-030,1,"Product information was unclear, hard to compare options.",Existing,Mac
R08204,2024-06-12,Online,US,US,US-US-010,9,"Great customer service, felt valued as a customer.",Business,Mac
R08205,2024-07-31,Store,EU,ES,EU-ES-019,10,"Great customer service, felt valued as a customer.",Business,iPhone
R08206,2025-02-05,Online,US,US,US-US-025,7,Staff was extremely helpful and friendly.,Business,Mac
R08207,2024-08-20,Store,EU,UK,EU-UK-013,10,Online ordering was simple and delivery was on time.,Existing,iPhone
R08208,2025-02-14,Online,EU,ES,EU-ES-022,10,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R08209,2024-06-16,Online,US,US,US-US-007,7,Very clear explanations and patient staff.,New Customer,Apple Watch
R08210,2024-09-22,Support,US,US,US-US-020,9,Staff was extremely helpful and friendly.,Existing,iPhone
R08211,2025-10-08,Store,EU,IT,EU-IT-018,9,"Amazing experience overall, I will recommend to others.",New Customer,Apple Watch
R08212,2024-08-22,Store,US,US,US-US-027,8,Support answered my questions but felt a bit slow.,Business,Services
R08213,2025-10-06,Store,EU,FR,EU-FR-021,10,"Great product experience, everything worked as expected.",Existing,Mac
R08214,2025-07-04,Store,EU,IT,EU-IT-002,10,"Amazing experience overall, I will recommend to others.",New Customer,Services
R08215,2024-08-07,Store,EU,DE,EU-DE-017,8,Very clear explanations and patient staff.,Existing,Apple Watch
R08216,2024-06-05,Online,US,US,US-US-004,0,"Experience was okay, nothing special.",New Customer,Apple Watch
R08217,2025-02-03,Online,APAC,SG,APAC-SG-021,3,Things worked but could be smoother.,New Customer,Mac
R08218,2024-08-28,Online,EU,NL,EU-NL-019,9,I was impressed with the product quality and attention to detail.,Business,Mac
R08219,2024-01-27,Support,US,US,US-US-019,9,I was impressed with the product quality and attention to detail.,Existing,iPad
R08220,2025-11-12,Online,EU,FR,EU-FR-026,7,"Amazing experience overall, I will recommend to others.",Existing,Mac
R08221,2024-04-13,Store,US,US,US-US-025,8,"Experience was okay, nothing special.",Existing,iPhone
R08222,2025-06-11,Support,EU,FR,EU-FR-017,9,"Checkout was smooth and fast, very satisfied.",Existing,iPad
R08223,2025-04-20,Support,APAC,JP,APAC-JP-021,0,Delivery was delayed and communication was poor.,Existing,iPad
R08224,2025-07-14,Store,US,US,US-US-009,10,"Amazing experience overall, I will recommend to others.",Business,Mac
R08225,2024-04-21,Store,US,US,US-US-003,2,I had to repeat my issue multiple times to different agents.,Business,Services
R08226,2024-01-14,Store,APAC,IN,APAC-IN-004,8,Support answered my questions but felt a bit slow.,Business,iPad
R08227,2024-01-23,Support,EU,FR,EU-FR-003,9,"Loved the in-store demo, made my decision easy.",New Customer,iPhone
R08228,2025-01-15,Online,US,US,US-US-027,9,Very clear explanations and patient staff.,Existing,iPad
R08229,2025-10-09,Store,EU,DE,EU-DE-022,9,I was impressed with the product quality and attention to detail.,Business,Services
R08230,2024-08-28,Support,US,US,US-US-009,9,I was impressed with the product quality and attention to detail.,Business,iPad
R08231,2024-02-12,Support,APAC,AU,APAC-AU-004,0,"Product information was unclear, hard to compare options.",Existing,Apple Watch
R08232,2024-11-06,Store,APAC,KR,APAC-KR-028,10,I was impressed with the product quality and attention to detail.,Business,Apple Watch
R08233,2024-09-30,Store,APAC,IN,APAC-IN-019,9,"Checkout was smooth and fast, very satisfied.",New Customer,Mac
R08234,2024-03-17,Store,US,US,US-US-001,5,Had to wait too long for assistance in store.,Existing,iPhone
R08235,2025-07-30,Store,US,US,US-US-012,0,Felt like no one was available to help in the store.,Existing,iPad
R08236,2025-09-07,Store,APAC,AU,APAC-AU-010,8,I was impressed with the product quality and attention to detail.,Existing,Mac
R08237,2025-07-12,Online,US,US,US-US-008,8,Online ordering was simple and delivery was on time.,New Customer,iPad
R08238,2025-09-16,Store,US,US,US-US-023,0,Got what I needed but it took some time.,Existing,Services
R08239,2025-04-01,Store,US,US,US-US-029,10,Online ordering was simple and delivery was on time.,Existing,iPhone
R08240,2025-07-22,Store,APAC,IN,APAC-IN-021,10,Online ordering was simple and delivery was on time.,Existing,Mac
R08241,2025-06-23,Store,APAC,KR,APAC-KR-030,4,Website was confusing and I almost gave up.,New Customer,Mac
R08242,2024-02-10,Store,US,US,US-US-001,9,"Great product experience, everything worked as expected.",New Customer,iPad
R08243,2025-09-21,Support,APAC,SG,APAC-SG-001,10,Very clear explanations and patient staff.,Existing,iPhone
R08244,2025-08-12,Online,US,US,US-US-009,9,"Great customer service, felt valued as a customer.",Existing,Apple Watch
R08245,2025-07-03,Support,US,US,US-US-018,10,Very clear explanations and patient staff.,Existing,iPhone
R08246,2025-04-12,Online,APAC,KR,APAC-KR-024,7,"Experience was okay, nothing special.",Existing,iPad
R08247,2025-05-24,Store,US,US,US-US-013,1,"The process was average, neither good nor bad.",New Customer,Apple Watch
R08248,2024-04-04,Online,US,US,US-US-023,7,Experience was decent but room for improvement.,Business,Mac
R08249,2024-02-29,Store,US,US,US-US-017,9,Very clear explanations and patient staff.,Business,iPhone
R08250,2025-02-27,Store,US,US,US-US-009,5,I had to repeat my issue multiple times to different agents.,New Customer,Services
R08251,2024-05-31,Online,US,US,US-US-020,10,I was impressed with the product quality and attention to detail.,New Customer,iPhone
R08252,2025-10-10,Store,US,US,US-US-011,7,The store was a bit crowded but manageable.,Business,iPad
R08253,2025-01-03,Online,APAC,SG,APAC-SG-019,10,"Great product experience, everything worked as expected.",Existing,Apple Watch
R08254,2024-07-01,Online,US,US,US-US-014,9,"Loved the in-store demo, made my decision easy.",Business,Apple Watch
R08255,2025-03-01,Online,US,US,US-US-014,6,The store was overcrowded and disorganized.,Business,Apple Watch
R08256,2025-05-27,Online,EU,FR,EU-FR-008,10,"Great product experience, everything worked as expected.",New Customer,iPhone
R08257,2024-07-13,Support,APAC,AU,APAC-AU-028,0,Support answered my questions but felt a bit slow.,New Customer,Apple Watch
R08258,2024-09-30,Store,EU,IT,EU-IT-007,9,"Great customer service, felt valued as a customer.",Business,iPad
R08259,2025-10-18,Online,US,US,US-US-022,10,"Loved the in-store demo, made my decision easy.",Business,iPhone
R08260,2024-03-19,Online,EU,DE,EU-DE-023,9,"Checkout was smooth and fast, very satisfied.",New Customer,iPhone
R08261,2024-11-28,Online,APAC,JP,APAC-JP-020,5,Things worked but could be smoother.,Existing,Services
R08262,2024-08-10,Online,US,US,US-US-023,5,The store was a bit crowded but manageable.,New Customer,Services
R08263,2024-05-12,Support,APAC,JP,APAC-JP-020,10,I was impressed with the product quality and attention to detail.,Existing,Services
R08264,2024-07-08,Store,US,US,US-US-024,9,Online ordering was simple and delivery was on time.,Existing,iPad
R08265,2024-05-17,Support,EU,IT,EU-IT-021,2,Had to wait too long for assistance in store.,New Customer,Mac
R08266,2025-11-01,Online,EU,DE,EU-DE-029,9,Online ordering was simple and delivery was on time.,New Customer,Apple Watch
R08267,2024-03-01,Online,APAC,SG,APAC-SG-003,9,I was impressed with the product quality and attention to detail.,Business,Mac
R08268,2025-04-11,Support,APAC,JP,APAC-JP-003,10,Online ordering was simple and delivery was on time.,Existing,Mac
R08269,2025-03-28,Store,EU,NL,EU-NL-014,9,Very clear explanations and patient staff.,Business,Apple Watch
R08270,2025-04-15,Store,APAC,IN,APAC-IN-016,10,Very clear explanations and patient staff.,Existing,iPhone
R08271,2024-03-10,Online,APAC,KR,APAC-KR-025,9,"Great product experience, everything worked as expected.",Existing,Services
R08272,2025-05-25,Support,EU,DE,EU-DE-014,9,Support agent resolved my issue quickly and professionally.,Business,Mac
R08273,2025-07-27,Store,US,US,US-US-003,2,Did not feel valued as a customer during this visit.,Business,iPad
R08274,2024-08-04,Store,US,US,US-US-018,0,Got my issue resolved but had to wait.,Existing,Mac
R08275,2024-06-13,Store,US,US,US-US-024,10,Very clear explanations and patient staff.,Existing,iPad
R08276,2025-05-18,Store,US,US,US-US-012,9,Support agent resolved my issue quickly and professionally.,Existing,Mac
R08277,2024-01-19,Store,US,US,US-US-030,4,The store was a bit crowded but manageable.,New Customer,iPhone
R08278,2025-08-10,Store,US,US,US-US-001,10,"Great product experience, everything worked as expected.",New Customer,iPhone
R08279,2024-11-28,Store,US,US,US-US-028,4,Support answered my questions but felt a bit slow.,Existing,Mac
R08280,2025-02-08,Online,US,US,US-US-013,10,"Loved the in-store demo, made my decision easy.",Existing,iPad
R08281,2025-11-08,Store,EU,NL,EU-NL-005,1,"Experience was okay, nothing special.",Existing,iPad
R08282,2024-01-23,Store,US,US,US-US-021,10,Very clear explanations and patient staff.,Existing,iPhone
R08283,2024-02-01,Online,US,US,US-US-027,8,I was impressed with the product quality and attention to detail.,Existing,Apple Watch
R08284,2024-03-29,Store,EU,DE,EU-DE-024,9,"Checkout was smooth and fast, very satisfied.",Business,iPad
R08285,2025-02-10,Store,EU,NL,EU-NL-005,2,"Checkout process kept failing, very frustrating.",Existing,iPhone
R08286,2025-01-18,Store,EU,DE,EU-DE-007,9,"Amazing experience overall, I will recommend to others.",Existing,Services
R08287,2024-06-09,Store,US,US,US-US-011,7,Online ordering was simple and delivery was on time.,Business,iPad
R08288,2025-01-24,Support,US,US,US-US-015,4,Support answered my questions but felt a bit slow.,Existing,iPhone
R08289,2025-06-08,Online,US,US,US-US-020,9,Very clear explanations and patient staff.,New Customer,Services
R08290,2025-06-17,Store,EU,IT,EU-IT-023,10,I was impressed with the product quality and attention to detail.,Existing,Mac
R08291,2024-11-06,Store,EU,ES,EU-ES-005,7,The store was a bit crowded but manageable.,Business,Mac
R08292,2025-05-07,Store,US,US,US-US-016,8,"Loved the in-store demo, made my decision easy.",New Customer,iPad
R08293,2024-02-16,Online,EU,ES,EU-ES-009,10,"Great product experience, everything worked as expected.",New Customer,iPad
R08294,2024-12-05,Store,US,US,US-US-007,8,"Loved the in-store demo, made my decision easy.",Existing,Mac
R08295,2024-12-15,Store,US,US,US-US-030,10,I was impressed with the product quality and attention to detail.,New Customer,Mac
R08296,2024-08-14,Store,US,US,US-US-004,9,Support agent resolved my issue quickly and professionally.,Business,iPad
R08297,2024-04-30,Store,EU,NL,EU-NL-025,9,Staff was extremely helpful and friendly.,Existing,iPad
R08298,2024-08-20,Online,US,US,US-US-027,9,Support agent resolved my issue quickly and professionally.,New Customer,Apple Watch
R08299,2024-08-14,Support,EU,FR,EU-FR-020,9,Very clear explanations and patient staff.,Existing,Mac
R08300,2025-10-08,Online,US,US,US-US-011,3,Things worked but could be smoother.,Existing,Apple Watch
R08301,2025-07-28,Online,US,US,US-US-011,4,Had to wait too long for assistance in store.,Existing,Mac
R08302,2024-12-15,Support,US,US,US-US-005,9,Online ordering was simple and delivery was on time.,Existing,iPhone
R08303,2025-04-21,Online,EU,DE,EU-DE-011,9,Very clear explanations and patient staff.,Business,Apple Watch
R08304,2025-10-05,Store,US,US,US-US-024,9,Online ordering was simple and delivery was on time.,Existing,Services
R08305,2025-02-24,Support,APAC,JP,APAC-JP-025,0,Experience was decent but room for improvement.,Business,iPhone
R08306,2025-02-02,Support,APAC,AU,APAC-AU-015,9,Staff was extremely helpful and friendly.,Existing,Services
R08307,2025-05-13,Store,US,US,US-US-014,10,"Great product experience, everything worked as expected.",New Customer,Mac
R08308,2024-08-09,Store,EU,IT,EU-IT-013,10,I was impressed with the product quality and attention to detail.,Existing,iPhone
R08309,2025-02-17,Store,US,US,US-US-019,8,"Great customer service, felt valued as a customer.",Existing,iPhone
R08310,2024-08-19,Store,EU,DE,EU-DE-029,10,"Amazing experience overall, I will recommend to others.",Existing,Mac
R08311,2024-09-08,Store,EU,ES,EU-ES-027,9,I was impressed with the product quality and attention to detail.,Existing,Apple Watch
R08312,2025-02-07,Store,US,US,US-US-018,10,"Checkout was smooth and fast, very satisfied.",Existing,Services
R08313,2024-12-06,Store,US,US,US-US-020,9,"Amazing experience overall, I will recommend to others.",Existing,Mac
R08314,2025-11-07,Support,US,US,US-US-027,10,"Amazing experience overall, I will recommend to others.",Existing,iPhone
R08315,2024-07-25,Store,APAC,SG,APAC-SG-019,4,The store was overcrowded and disorganized.,Existing,Services
R08316,2025-02-26,Online,APAC,SG,APAC-SG-010,10,Staff was extremely helpful and friendly.,New Customer,Mac
R08317,2024-04-09,Online,US,US,US-US-009,9,"Loved the in-store demo, made my decision easy.",Business,Mac
R08318,2025-09-14,Support,EU,UK,EU-UK-002,9,"Loved the in-store demo, made my decision easy.",Business,iPhone
R08319,2024-04-01,Store,US,US,US-US-010,5,Support could not resolve my issue on the first call.,New Customer,iPad
R08320,2025-06-28,Store,EU,ES,EU-ES-025,7,The store was a bit crowded but manageable.,Business,iPad
R08321,2024-12-11,Online,US,US,US-US-001,7,Things worked but could be smoother.,New Customer,Apple Watch
R08322,2025-02-04,Support,US,US,US-US-005,7,"Loved the in-store demo, made my decision easy.",Existing,iPad
R08323,2025-03-16,Store,US,US,US-US-015,3,Support answered my questions but felt a bit slow.,Business,Mac
R08324,2025-03-28,Support,US,US,US-US-016,9,Online ordering was simple and delivery was on time.,Existing,Apple Watch
R08325,2024-12-06,Online,US,US,US-US-015,8,Support agent resolved my issue quickly and professionally.,Existing,Apple Watch
R08326,2025-05-09,Online,EU,IT,EU-IT-014,2,Support answered my questions but felt a bit slow.,Existing,Apple Watch
R08327,2024-02-12,Online,US,US,US-US-023,7,The store was a bit crowded but manageable.,New Customer,Services
R08328,2024-01-14,Online,EU,ES,EU-ES-021,10,Staff was extremely helpful and friendly.,New Customer,Services
R08329,2024-01-06,Online,US,US,US-US-006,7,Website was fine but could be more intuitive.,Existing,Mac
R08330,2024-03-17,Store,US,US,US-US-022,8,"Checkout was smooth and fast, very satisfied.",New Customer,iPhone
R08331,2025-07-05,Online,APAC,SG,APAC-SG-026,9,"Great customer service, felt valued as a customer.",New Customer,Apple Watch
R08332,2024-04-25,Support,APAC,KR,APAC-KR-014,8,Staff was extremely helpful and friendly.,New Customer,Services
R08333,2024-09-01,Store,EU,NL,EU-NL-009,0,Delivery was delayed and communication was poor.,New Customer,Apple Watch
R08334,2024-02-22,Store,US,US,US-US-030,10,"Great customer service, felt valued as a customer.",Existing,Services
R08335,2024-04-20,Store,EU,ES,EU-ES-010,9,"Loved the in-store demo, made my decision easy.",Existing,Services
R08336,2024-09-16,Store,US,US,US-US-006,8,Online ordering was simple and delivery was on time.,Business,Services
R08337,2025-04-24,Support,US,US,US-US-027,7,"The process was average, neither good nor bad.",New Customer,Mac
R08338,2025-05-30,Support,EU,ES,EU-ES-014,9,"Loved the in-store demo, made my decision easy.",Existing,Apple Watch
R08339,2025-07-01,Online,EU,NL,EU-NL-026,10,Staff was extremely helpful and friendly.,Business,Apple Watch
R08340,2025-08-12,Store,US,US,US-US-020,10,I was impressed with the product quality and attention to detail.,Existing,Services
R08341,2024-07-21,Online,US,US,US-US-008,10,"Great customer service, felt valued as a customer.",Existing,iPad
R08342,2024-11-13,Online,US,US,US-US-021,10,"Checkout was smooth and fast, very satisfied.",Business,Services
R08343,2025-04-13,Store,US,US,US-US-029,8,"Experience was okay, nothing special.",New Customer,Services
R08344,2024-02-27,Online,US,US,US-US-014,6,Got my issue resolved but had to wait.,Business,Mac
R08345,2024-10-13,Store,US,US,US-US-022,9,Support agent resolved my issue quickly and professionally.,New Customer,iPad
R08346,2024-09-03,Store,US,US,US-US-029,9,I was impressed with the product quality and attention to detail.,Business,Services
R08347,2024-04-27,Store,EU,IT,EU-IT-028,9,"Amazing experience overall, I will recommend to others.",Existing,Services
R08348,2024-07-15,Store,US,US,US-US-021,7,Got my issue resolved but had to wait.,New Customer,Services
R08349,2024-07-28,Store,APAC,IN,APAC-IN-018,4,Had to wait too long for assistance in store.,Business,iPhone
R08350,2025-02-27,Online,US,US,US-US-029,7,Support answered my questions but felt a bit slow.,Existing,iPhone
R08351,2025-03-08,Support,EU,DE,EU-DE-008,1,"The process was average, neither good nor bad.",Existing,Mac
R08352,2025-05-12,Online,APAC,JP,APAC-JP-012,7,"Checkout was smooth and fast, very satisfied.",Existing,Services
R08353,2024-06-15,Support,EU,FR,EU-FR-023,7,I was impressed with the product quality and attention to detail.,New Customer,Apple Watch
R08354,2024-06-19,Online,US,US,US-US-004,7,"Great product experience, everything worked as expected.",New Customer,iPhone
R08355,2024-04-21,Online,US,US,US-US-003,7,"Experience was okay, nothing special.",Existing,Apple Watch
R08356,2025-04-22,Online,APAC,SG,APAC-SG-020,5,Did not feel valued as a customer during this visit.,New Customer,Mac
R08357,2025-07-05,Online,US,US,US-US-015,10,"Great customer service, felt valued as a customer.",New Customer,Services
R08358,2025-11-13,Online,APAC,AU,APAC-AU-003,10,"Loved the in-store demo, made my decision easy.",Business,iPad
R08359,2025-07-10,Store,US,US,US-US-025,10,I was impressed with the product quality and attention to detail.,Existing,Apple Watch
R08360,2024-06-09,Store,EU,NL,EU-NL-021,10,"Loved the in-store demo, made my decision easy.",Existing,Apple Watch
R08361,2025-07-23,Support,US,US,US-US-027,8,Staff was extremely helpful and friendly.,Existing,iPad
R08362,2024-05-24,Store,EU,UK,EU-UK-001,10,Online ordering was simple and delivery was on time.,Existing,iPhone
R08363,2024-12-11,Store,US,US,US-US-018,7,"Experience was okay, nothing special.",Existing,Mac
R08364,2024-04-08,Store,APAC,IN,APAC-IN-006,9,Support agent resolved my issue quickly and professionally.,Existing,Mac
R08365,2024-10-21,Store,US,US,US-US-029,8,Things worked but could be smoother.,Existing,iPad
